"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87"
"result.11",1.60387509,-1.116553281,4.245075509,-6.617986076,-6.84449811,-8.25736057,-5.061091259,-6.786784902,4.380689119,-1.197446351,7.859227689,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,70,23,16,21,25,12,9,1,4,6,5,6,0,0,0,0,0,0,0,0,0,394,0,0,0,584,466,0,545,669,752,0,254,0,581,402,47,0,0,0,0,0,0,0,0,631,145,138,189,83,91,0,206,43,0,473,771,83,146,580,0,108,0,0,0,0,1,0,7988
"result.12",2.85827565,3.145431257,6.982613035,-2.067197386,-9.284104651,4.69198573,4.12802424,-6.644132949,-0.984994441,0.199712045,-0.065753614,-5.481865854,-3.679438135,3.592027967,-8.4709869,-2.891270573,98,98,73,27,19,21,24,11,10,1,6,6,5,5,0,0,0,0,0,0,0,0,0,404,0,0,0,588,445,0,525,501,779,0,294,0,604,423,68,0,0,0,0,0,0,0,0,324,86,36,39,16,21,0,538,9,0,210,193,1,0,114,1,67,0,0,0,1230,870,6,7988
"result.13",0.173370451,7.34262904,3.683306135,-7.216293456,3.397194341,3.959947918,-2.639212793,-4.501556474,-8.416935279,-0.67591943,-0.891327007,2.838028337,-3.024853019,5.169239583,-1.378879407,-6.208572794,98,98,77,28,20,28,28,15,9,1,4,6,5,4,0,0,0,0,0,0,0,0,0,421,0,0,0,581,407,0,491,738,786,0,340,0,605,412,60,0,0,0,0,0,0,0,0,237,89,49,63,70,56,132,52,7,1,51,171,6,4,129,98,34,0,0,0,1574,493,252,7988
"result.14",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-5.061091259,-6.861810045,4.076300147,-2.879994367,-3.504289305,1.245349656,0.622166544,5.121042966,7.856706525,-2.771945838,98,98,73,23,18,19,23,11,9,1,4,6,4,5,0,0,0,0,0,0,0,0,0,392,0,0,0,588,413,0,506,775,716,0,318,0,597,409,34,0,0,0,0,0,0,0,0,392,95,67,133,40,150,7,1,0,0,143,512,0,0,395,1,205,0,0,0,1298,140,53,7988
"result.15",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-5.061091259,-6.786784902,4.076300147,-5.514802714,-3.504289305,0.214517829,-0.12873452,5.918114361,0.771599412,-3.76423311,98,98,74,28,19,19,22,11,9,1,5,7,5,5,0,0,0,0,0,0,0,0,0,401,0,0,0,589,422,0,511,783,772,0,331,0,602,409,41,0,0,0,0,0,0,0,0,413,115,86,86,31,63,3,0,0,1,137,478,0,0,365,2,106,0,0,0,1445,84,113,7988
"result.16",1.734929173,-0.808179076,4.245075509,-6.617986076,0.012721163,5.259012175,0.437877155,3.59407594,1.241097325,-0.307684815,5.880291403,-4.918643883,-9.878677055,-7.214750969,0.123970637,-6.630423507,98,98,73,28,21,21,24,14,9,1,4,6,6,5,0,1,1,1,0,0,0,0,0,411,0,0,0,536,505,0,597,673,427,0,353,0,145,175,3,0,0,0,0,0,0,0,0,80,11,0,128,1,23,0,165,813,0,4,47,1261,815,276,5,0,0,0,0,774,0,173,7990
"result.17",1.734929173,8.15138245,-5.324582863,-2.168816053,-6.871744432,8.976321192,-3.396179384,-6.786784902,4.076300147,-2.68717396,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,70,24,19,22,25,10,10,1,4,7,6,6,0,0,0,0,0,0,0,0,0,400,0,0,0,582,453,0,547,632,657,0,273,0,596,427,19,0,0,0,0,0,0,0,0,383,51,41,71,18,50,0,288,219,0,326,365,91,3,391,1,22,0,0,0,1454,28,0,7988
"result.18",1.60387509,-1.116553281,-5.324582863,-2.168816053,-6.871744432,8.091834183,-6.310246223,-6.786784902,5.146646484,-2.879994367,9.639722551,-6.004888211,-8.05479507,-2.354858671,-8.11049934,2.17988953,98,98,74,26,20,20,25,11,9,1,5,9,6,6,0,0,0,0,0,0,0,0,0,408,0,0,0,568,445,0,553,643,687,0,320,0,617,423,16,0,0,0,0,0,0,0,0,597,133,110,180,56,47,0,260,190,0,321,666,34,6,585,0,62,0,0,0,469,0,0,7988
"result.19",2.051594429,8.15138245,-5.762915642,-1.635206211,-6.576156114,8.976321192,-2.914341428,-6.786784902,4.076300147,-2.936610945,9.639722551,-6.004888211,-8.374620258,-2.86095984,-8.11049934,2.17988953,98,98,74,26,21,24,23,11,8,1,5,7,6,6,0,0,0,0,0,0,0,0,0,408,0,0,0,561,458,0,545,473,651,0,277,0,603,429,14,0,0,0,0,0,0,0,0,388,63,72,133,22,39,0,646,233,2,325,393,57,7,442,1,32,0,0,0,1110,12,0,7988
"result.20",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.091834183,-3.396179384,-6.786784902,4.076300147,-5.514802714,9.639722551,-5.648902291,-9.878677055,-9.2810226,0.297693261,-6.630423507,98,98,72,26,21,22,26,10,8,1,4,7,6,6,0,0,0,0,0,0,0,0,0,405,0,0,0,588,458,0,553,628,672,0,274,0,604,428,18,0,0,0,0,0,0,0,0,425,67,73,60,11,47,0,288,131,0,379,406,33,0,368,1,10,0,0,0,1439,27,0,7988
"result.21",1.734929173,8.15138245,-5.324582863,-0.73210852,-6.84449811,-8.25736057,-5.061091259,-8.382274614,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,71,24,18,23,25,10,9,1,4,7,6,5,0,0,0,0,0,0,0,0,0,399,0,0,0,574,477,0,564,575,625,0,199,0,569,442,65,0,0,0,0,0,0,0,0,612,156,139,163,56,60,0,433,215,0,660,687,128,31,431,0,63,0,0,0,0,55,9,7988
"result.22",1.60387509,-1.116553281,4.245075509,-6.617986076,-6.84449811,-8.25736057,-5.061091259,-6.786784902,4.380689119,-1.197446351,9.639722551,-5.648902291,-8.05479507,-2.354858671,2.217766061,-6.630423507,98,98,70,23,19,23,25,11,9,1,3,6,5,6,0,0,0,0,0,0,0,0,0,397,0,0,0,589,467,0,562,652,692,0,257,0,588,415,48,0,0,0,0,0,0,0,0,651,160,151,166,32,59,0,279,121,0,474,736,134,145,537,0,73,0,0,0,0,0,0,7988
"result.23",1.734929173,8.15138245,-5.324582863,-0.622786073,-6.84449811,-8.25736057,-5.061091259,-6.753298584,4.380689119,-1.197446351,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,71,25,18,23,25,12,9,1,4,8,6,5,0,0,0,0,0,0,0,0,0,403,0,0,0,579,476,0,574,599,654,0,232,0,547,402,42,0,0,0,0,0,0,0,0,608,145,133,129,57,45,0,364,242,0,537,641,234,179,463,1,60,0,0,0,11,24,10,7988
"result.24",2.051594429,8.15138245,-5.324582863,-1.635206211,-6.576156114,8.976321192,-3.396179384,-6.786784902,4.076300147,-3.184574339,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-7.429887994,98,98,72,26,21,21,25,11,8,1,5,7,6,6,0,0,0,0,0,0,0,0,0,405,0,0,0,588,458,0,554,628,673,0,276,0,598,428,17,0,0,0,0,0,0,0,0,423,67,74,60,12,47,0,288,129,0,358,402,41,0,370,1,13,0,0,0,1456,27,0,7988
"result.25",2.184157778,8.15138245,-5.324582863,-6.617986076,-6.84449811,-8.25736057,-5.061091259,-6.786784902,4.380689119,-1.197446351,9.639722551,-5.648902291,-8.05479507,-2.354858671,2.217766061,-3.714783429,98,98,72,25,19,21,23,9,8,1,5,7,6,5,0,0,0,0,0,0,0,0,0,397,0,0,0,570,478,0,569,598,672,0,241,0,588,411,44,0,0,0,0,0,0,0,0,627,147,125,189,31,36,0,358,237,0,504,646,169,166,495,1,51,0,0,0,10,16,9,7988
"result.26",-9.999599017,-5.574051716,8.201271503,-4.862530502,-8.867804816,2.088947324,-2.18480935,-4.052114837,5.877059864,-7.843893327,-1.196058327,9.530023484,-6.62155038,3.389905148,-7.796981014,-3.916961791,98,98,72,25,17,23,24,9,8,1,6,6,5,5,0,0,0,0,0,0,0,0,0,397,0,0,0,589,376,0,505,778,776,0,330,0,603,417,54,0,0,0,0,0,0,0,0,616,141,136,200,317,106,155,7,0,0,247,754,0,16,449,0,159,0,0,0,157,59,43,7990
"result.27",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.396179384,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-2.354858671,-8.11049934,2.17988953,98,98,72,26,20,22,22,11,9,1,6,7,6,6,0,0,0,0,0,0,0,0,0,404,0,0,0,564,453,0,548,478,645,0,290,0,603,428,18,0,0,0,0,0,0,0,0,392,62,70,136,23,36,0,641,243,2,292,405,54,7,436,1,32,0,0,0,1117,12,0,7988
"result.28",1.690100729,8.715419718,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.36984379,-6.786784902,4.076300147,-3.381650126,9.639722551,-5.94406506,-1.068780711,-2.354858671,0.771599412,-3.76423311,98,98,70,25,19,23,24,12,10,1,4,6,6,6,0,0,0,0,0,0,0,0,0,402,0,0,0,578,471,0,552,436,657,0,222,0,595,439,17,0,0,0,0,0,0,0,0,299,40,46,49,6,16,0,758,223,2,460,211,98,0,286,1,2,0,0,0,1502,22,0,7988
"result.29",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.396179384,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,70,24,19,22,25,10,10,1,4,7,6,6,0,0,0,0,0,0,0,0,0,400,0,0,0,582,453,0,548,632,657,0,273,0,596,427,19,0,0,0,0,0,0,0,0,383,51,41,71,18,50,0,288,219,0,331,366,91,3,390,1,22,0,0,0,1448,28,0,7988
"result.30",2.051594429,8.15138245,-5.324582863,-1.635206211,-6.576156114,8.976321192,-6.310246223,-6.786784902,5.146646484,-2.879994367,9.639722551,-6.004888211,-8.05479507,-2.354858671,2.217766061,-6.630423507,98,98,70,26,20,22,25,10,8,1,4,7,6,5,0,0,0,0,0,0,0,0,0,400,0,0,0,588,457,0,547,627,674,0,278,0,611,417,18,0,0,0,0,0,0,0,0,443,51,48,58,12,34,0,282,189,0,352,357,36,40,357,1,10,0,0,0,1486,0,15,7988
"result.31",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.396179384,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,70,24,19,22,25,10,10,1,4,7,6,6,0,0,0,0,0,0,0,0,0,400,0,0,0,582,453,0,548,632,657,0,273,0,596,427,19,0,0,0,0,0,0,0,0,383,51,41,71,18,50,0,288,219,0,331,366,91,3,390,1,22,0,0,0,1448,28,0,7988
"result.32",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.091834183,-3.396179384,-7.249715862,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-1.761480812,-8.11049934,2.17988953,98,98,74,26,21,23,23,10,8,1,5,7,6,6,0,0,0,0,0,0,0,0,0,406,0,0,0,561,457,0,546,439,652,0,284,0,606,427,24,0,0,0,0,0,0,0,0,434,76,80,147,28,44,0,721,230,1,325,459,52,7,466,1,40,0,0,0,869,12,0,7988
"result.33",1.734929173,8.15138245,-5.324582863,-0.040743355,-6.871744432,8.091834183,-3.396179384,-6.786784902,4.076300147,-3.147130356,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-6.630423507,98,98,70,25,19,22,25,10,10,1,4,7,6,6,0,0,0,0,0,0,0,0,0,401,0,0,0,583,455,0,552,625,663,0,268,0,591,430,18,0,0,0,0,0,0,0,0,404,67,68,75,16,55,0,294,140,0,394,391,50,0,388,1,18,0,0,0,1414,28,0,7988
"result.34",1.734929173,8.715419718,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.396179384,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,70,24,19,22,25,10,10,1,4,7,6,6,0,0,0,0,0,0,0,0,0,400,0,0,0,582,453,0,548,632,657,0,273,0,596,427,19,0,0,0,0,0,0,0,0,381,51,41,71,18,50,0,288,219,2,331,366,91,3,390,1,22,0,0,0,1448,28,0,7988
"result.35",-0.787232415,-0.844302222,-8.674047952,-9.065293592,-6.203656779,-4.277703594,7.111327102,-3.324360182,-9.324685508,-5.332150426,7.791205404,-9.027316699,3.579303579,7.053374549,-1.080041548,-1.754119791,98,98,72,27,18,23,25,12,10,1,6,7,5,4,0,1,0,0,0,0,0,0,0,407,0,0,0,583,456,0,560,582,685,0,251,0,627,438,78,0,0,0,0,0,0,0,0,675,154,113,154,67,52,0,426,180,0,509,702,31,6,407,1,113,0,0,0,0,138,0,7988
"result.36",3.329449882,-3.156551772,1.007544359,-1.997467857,-7.922023326,-0.889860644,1.099850289,-9.219910352,6.996704696,-0.330108303,-8.60936877,2.522220093,-2.139031729,0.464911356,7.688527582,-7.280240534,98,98,72,26,19,21,23,11,8,1,5,6,6,6,0,0,0,0,0,0,0,0,0,400,0,0,0,589,420,0,509,782,788,0,334,0,605,414,45,0,0,0,0,0,0,0,0,560,132,106,131,62,103,0,5,0,0,214,617,1,7,411,0,402,0,0,0,140,614,0,7991
"result.37",1.734929173,8.715419718,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.36984379,-6.786784902,4.076300147,-5.514802714,-3.504289305,0.214517829,-0.12873452,5.121042966,7.856706525,-2.771945838,98,98,72,22,17,19,25,10,9,1,5,7,4,5,0,0,0,0,0,0,0,0,0,392,0,0,0,589,413,0,512,746,736,0,323,0,599,406,36,0,0,0,0,0,0,0,0,385,100,66,109,35,138,0,31,0,0,142,473,0,0,349,5,228,0,0,0,1375,136,56,7988
"result.38",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-5.061091259,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-9.878677055,-7.214750969,0.297693261,-6.630423507,98,98,69,24,19,21,24,10,9,1,3,7,6,6,0,0,0,0,0,0,0,0,0,395,0,0,0,582,455,0,549,625,657,0,275,0,591,424,18,0,0,0,0,0,0,0,0,405,65,67,76,17,53,0,297,148,0,351,397,51,6,399,1,20,0,0,0,1445,14,0,7988
"result.39",8.937474366,-8.991131498,2.948243124,-6.576286958,0.201292451,8.976321192,-5.061091259,-6.786784902,4.959726614,-1.197446351,9.639722551,-5.648902291,-8.05479507,-2.354858671,-8.11049934,2.17988953,98,98,70,25,19,21,23,10,9,1,7,8,6,5,0,0,0,0,0,0,0,0,0,400,0,0,0,566,458,0,558,622,666,0,305,0,621,415,18,0,0,0,0,0,0,0,0,432,68,65,115,16,37,0,303,203,1,287,401,34,63,384,4,21,0,0,0,1321,4,0,7988
"result.40",8.937474366,-8.991131498,2.948243124,-6.576286958,0.201292451,8.976321192,-5.061091259,-6.786784902,4.581354978,-1.197446351,9.639722551,-5.648902291,-8.05479507,-2.354858671,1.132245678,-3.714783429,98,98,72,24,19,21,24,12,9,1,4,6,5,6,0,0,0,0,0,0,0,0,0,399,0,0,0,587,457,0,536,677,695,0,276,0,573,378,13,0,0,0,0,0,0,0,0,356,45,30,134,28,54,0,218,170,0,224,441,115,212,360,4,10,0,0,0,1388,7,0,7988
"result.41",2.051594429,8.15138245,-5.324582863,-1.635206211,-6.576156114,8.976321192,-6.310246223,-6.786784902,5.146646484,-2.879994367,9.618477933,-6.004888211,-8.05479507,-2.354858671,-8.11049934,-6.630423507,98,98,70,25,20,21,23,9,9,1,5,8,6,6,0,0,0,0,0,0,0,0,0,399,0,0,0,586,449,0,552,620,666,0,311,0,600,416,21,0,0,0,0,0,0,0,0,489,72,83,82,23,31,0,297,204,0,294,484,44,43,445,1,35,0,0,0,1121,1,18,7988
"result.42",1.60387509,-1.116553281,4.245075509,-6.617986076,-6.84449811,-8.25736057,-5.061091259,-6.786784902,4.076300147,-2.634500213,9.639722551,-5.648902291,-8.05479507,-2.354858671,-8.11049934,2.17988953,98,98,72,25,21,24,20,11,9,1,7,9,7,6,0,1,0,0,0,0,0,0,0,409,0,0,0,513,474,0,575,525,595,0,264,0,581,450,84,0,0,0,0,0,0,0,0,612,160,128,295,64,46,0,548,377,0,434,659,134,23,373,0,74,0,0,0,0,0,0,7988
"result.43",1.60387509,-1.116553281,4.245075509,-6.617986076,-6.84449811,-8.25736057,-5.061091259,-6.786784902,4.380689119,-1.197446351,9.639722551,-5.648902291,-8.05479507,-2.354858671,2.217766061,-6.630423507,98,98,70,23,19,23,25,11,9,1,3,6,5,6,0,0,0,0,0,0,0,0,0,397,0,0,0,589,467,0,562,652,692,0,257,0,588,415,48,0,0,0,0,0,0,0,0,651,160,151,166,32,59,0,279,121,0,474,736,134,145,537,0,73,0,0,0,0,0,0,7988
"result.44",1.734929173,8.715419718,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.36984379,-6.786784902,4.196808899,-2.634500213,9.639722551,-5.648902291,-8.05479507,-7.214750969,-8.11049934,2.17988953,98,98,71,26,20,23,22,12,9,1,6,7,6,6,0,0,0,0,0,0,0,0,0,405,0,0,0,565,453,0,550,478,643,0,284,0,603,429,14,0,0,0,0,0,0,0,0,390,64,69,134,24,36,0,644,245,2,306,395,54,7,437,1,32,0,0,0,1116,13,0,7988
"result.45",1.734929173,8.15138245,-5.324582863,-0.622786073,-6.871744432,8.976321192,-5.061091259,-6.786784902,4.380689119,-1.197446351,9.639722551,-5.648902291,-8.05479507,-2.354858671,2.217766061,-6.630423507,98,98,69,26,20,22,24,11,10,1,4,7,6,5,0,0,0,0,0,0,0,0,0,401,0,0,0,588,472,0,562,630,697,0,285,0,580,372,17,0,0,0,0,0,0,0,0,398,62,50,54,11,35,0,278,136,0,245,288,140,251,314,1,3,0,0,0,1509,10,0,7988
"result.46",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-5.061091259,-6.786784902,4.076300147,-5.514802714,9.639722551,-5.648902291,-9.470508204,-7.214750969,-7.549923995,2.17988953,98,98,73,26,19,26,24,11,10,1,5,8,5,5,0,0,0,0,0,0,0,0,0,409,0,0,0,562,451,0,549,611,645,0,304,0,606,422,17,0,0,0,0,0,0,0,0,484,78,83,163,46,51,0,338,241,9,303,540,53,9,479,1,51,0,0,0,890,2,0,7988
"result.47",1.31484342,-1.116553281,4.245075509,-6.617986076,-6.84449811,-8.25736057,-2.952117688,-7.212152994,4.076300147,-5.514802714,9.639722551,-5.648902291,-9.470508204,-4.291053748,0.771599412,-6.26699043,98,98,69,23,16,20,23,12,9,1,3,6,5,6,0,0,0,0,0,0,0,0,0,389,0,0,0,585,467,0,551,632,727,0,222,0,610,436,71,0,0,0,0,0,0,0,0,644,159,153,188,58,63,0,328,79,0,593,751,52,7,474,0,123,0,0,0,0,17,0,7990
"result.48",1.734929173,9.293583031,-3.600685162,-1.635206211,-6.871744432,8.976321192,-3.396179384,-7.877655291,3.349825719,-2.879994367,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-6.630423507,98,98,70,25,20,23,25,12,10,1,4,6,6,6,0,0,0,0,0,0,0,0,0,404,0,0,0,588,470,0,560,426,668,0,228,0,596,433,17,0,0,0,0,0,0,0,0,332,57,73,40,5,12,0,770,134,0,463,239,50,0,277,1,4,0,0,0,1511,34,0,7988
"result.49",1.734929173,8.15138245,-5.324582863,-0.622786073,-6.871744432,8.976321192,-2.610220459,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-9.470508204,-2.354858671,0.771599412,-3.76423311,98,98,70,25,19,23,24,12,10,1,4,6,6,6,0,0,0,0,0,0,0,0,0,402,0,0,0,579,470,0,552,439,658,0,222,0,599,439,16,0,0,0,0,0,0,0,0,299,40,46,46,4,15,0,755,216,1,463,201,96,0,285,1,2,0,0,0,1516,28,0,7988
"result.50",1.60387509,-1.116553281,4.245075509,-6.617986076,-6.84449811,-9.551907709,-2.952117688,-6.786784902,3.014058484,-5.514802714,9.639722551,-4.182506894,-9.470508204,-2.354858671,0.771599412,-3.76423311,98,98,70,26,21,23,25,11,9,1,3,6,6,6,0,0,0,0,0,0,0,0,0,403,0,0,0,586,464,0,567,570,658,0,221,0,600,440,83,0,0,0,0,0,0,0,0,663,146,134,162,55,30,0,430,274,0,611,723,81,6,405,0,72,0,0,0,0,7,0,7988
"result.51",1.882265965,9.530719611,9.449052529,-6.183674233,-8.823207528,7.261581495,-6.804145528,3.218527026,-6.265229322,1.525643138,2.785590966,7.423245469,-9.878677055,-4.291053748,0.771599412,-5.615031544,98,98,75,28,20,22,27,8,8,1,5,8,6,5,0,0,0,1,0,0,0,0,0,410,0,0,0,583,393,0,413,769,663,0,359,0,486,294,31,0,0,0,0,0,0,0,0,96,22,2,19,343,25,544,18,244,6,0,10,371,271,123,34,0,0,0,0,1767,1,104,7991
"result.52",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.091834183,-3.396179384,-6.786784902,4.076300147,-5.514802714,9.639722551,-5.648902291,-9.470508204,-4.291053748,1.787220409,-3.76423311,98,98,72,23,19,24,25,11,9,1,3,6,6,6,0,0,0,0,0,0,0,0,0,401,0,0,0,579,465,0,551,569,653,0,226,0,597,436,15,0,0,0,0,0,0,0,0,380,47,46,69,15,34,0,449,229,2,482,281,51,0,316,1,5,0,0,0,1468,22,0,7988
"result.53",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-5.061091259,-6.786784902,4.076300147,-5.514802714,9.639722551,-5.648902291,-9.470508204,-2.354858671,-8.11049934,2.17988953,98,98,73,25,19,25,24,11,9,1,5,8,5,5,0,0,0,0,0,0,0,0,0,406,0,0,0,562,451,0,549,610,645,0,304,0,606,422,20,0,0,0,0,0,0,0,0,486,78,83,162,46,50,0,340,241,9,305,538,52,9,473,1,51,0,0,0,893,2,0,7988
"result.54",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.396179384,-6.580440149,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,70,24,19,22,25,10,10,1,4,7,6,6,0,0,0,0,0,0,0,0,0,400,0,0,0,582,453,0,547,632,655,0,274,0,596,427,20,0,0,0,0,0,0,0,0,382,51,42,72,18,51,0,289,226,0,333,362,91,3,390,1,22,0,0,0,1447,22,0,7988
"result.55",3.329449882,-3.156551772,1.007544359,-1.997467857,-7.922023326,-0.889860644,1.099850289,-9.219910352,6.996704696,-9.227148595,-5.547824324,5.701546221,9.938909417,1.575404432,3.631245609,0.204074296,98,98,75,26,18,27,27,10,8,1,9,8,5,5,0,1,0,0,0,0,0,0,0,416,0,0,0,589,414,0,510,750,790,0,332,0,612,418,69,0,0,0,0,0,0,0,0,697,157,134,167,190,83,46,40,0,0,249,683,0,5,331,0,434,0,0,0,5,286,0,7991
"result.56",-7.900803103,2.701394576,-5.700764997,6.753470954,-2.174690491,-6.331720917,6.827297431,4.927313377,-2.108589479,-4.4969097,1.222926811,-2.974234436,6.500835327,-2.942449207,6.984939176,-6.985838135,98,98,77,32,21,21,27,12,6,2,9,6,4,3,0,0,1,0,1,0,0,0,0,418,0,0,0,569,453,0,530,671,780,0,221,0,622,439,80,0,0,0,0,0,0,0,0,827,284,97,224,79,110,2,241,14,4,514,486,18,9,173,2,230,1,0,0,0,242,69,7991
"result.57",1.882265965,9.530719611,9.449052529,-6.183674233,-8.823207528,7.261581495,-6.804145528,3.218527026,-6.265229322,2.097892626,5.880291403,-4.918643883,-9.470508204,-2.354858671,0.771599412,-3.76423311,98,98,77,34,26,22,25,11,5,0,4,8,6,0,0,0,0,0,0,0,0,0,0,414,0,0,0,445,513,0,597,701,566,0,357,0,120,177,14,0,0,0,0,0,0,0,0,65,12,89,320,0,32,0,117,434,30,0,20,1361,479,205,50,0,0,0,0,1207,0,79,7990
"result.58",0.089289101,8.715419718,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.36984379,-5.349040588,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,-5.206070766,98,98,69,24,19,21,24,10,9,1,3,7,6,6,0,0,0,0,0,0,0,0,0,395,0,0,0,582,456,0,548,625,654,0,274,0,593,424,18,0,0,0,0,0,0,0,0,409,51,44,75,17,52,0,297,228,0,356,364,52,6,393,1,20,0,0,0,1435,14,0,7988
"result.59",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.396179384,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-7.214750969,0.297693261,2.17988953,98,98,72,26,19,22,24,12,9,1,4,7,6,6,0,0,0,0,0,0,0,0,0,404,0,0,0,561,474,0,561,400,519,0,245,0,619,441,10,0,0,0,0,0,0,0,0,244,17,3,91,7,19,0,865,528,0,386,111,44,1,295,1,0,0,0,0,1536,10,0,7988
"result.60",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.492476877,-3.396179384,-6.786784902,4.380689119,-2.578302405,9.639722551,-5.648902291,-8.05479507,-2.354858671,2.217766061,-3.714783429,98,98,71,25,19,23,24,12,10,1,4,6,6,6,0,0,0,0,0,0,0,0,0,403,0,0,0,577,472,0,553,440,656,0,222,0,596,437,16,0,0,0,0,0,0,0,0,300,39,45,50,5,16,0,751,224,2,461,213,95,6,288,1,2,0,0,0,1503,18,0,7988
"result.61",2.051594429,8.15138245,-5.324582863,-1.635206211,-5.837329551,8.976321192,-3.396179384,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-2.354858671,0.297693261,-6.630423507,98,98,71,24,19,21,25,11,9,1,4,7,6,6,0,0,0,0,0,0,0,0,0,400,0,0,0,582,454,0,547,625,657,0,272,0,596,426,18,0,0,0,0,0,0,0,0,407,53,43,76,17,52,0,295,218,0,344,368,48,3,390,1,22,0,0,0,1446,28,0,7988
"result.62",1.734929173,8.15138245,-5.324582863,-2.168816053,-6.871744432,8.091834183,-3.396179384,-6.087622721,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-2.354858671,-8.11049934,2.17988953,98,98,73,25,19,23,23,11,10,1,5,8,6,5,0,0,0,0,0,0,0,0,0,405,0,0,0,562,460,0,549,589,649,0,292,0,605,422,22,0,0,0,0,0,0,0,0,476,82,80,167,40,50,0,394,234,1,322,539,52,9,469,1,52,0,0,0,859,11,0,7988
"result.63",1.734929173,8.15138245,-5.324582863,-1.635206211,-6.871744432,8.976321192,-3.396179384,-6.786784902,4.076300147,-2.879994367,9.639722551,-5.648902291,-8.05479507,-2.354858671,-8.11049934,2.17988953,98,98,72,26,20,22,22,11,9,1,6,7,6,6,0,0,0,0,0,0,0,0,0,404,0,0,0,564,453,0,548,478,645,0,290,0,603,428,18,0,0,0,0,0,0,0,0,392,62,70,136,23,36,0,641,243,2,292,405,54,7,436,1,32,0,0,0,1117,12,0,7988
